Event_name,Event_type,Event_dates,Event_start_times,Event_time_zone,Venues,City,States,Address,Latitude,Longitude,Additional_info,Ticket_limits,Age_restrictions,Parking,Accesibility,Last_Purchase_Date
Montreal Alouettes vs. BC Lions,Sports,2024-09-06,19:30:00,America/Toronto,Percival Molson Stadium,Montreal,Quebec,"1260, rue Universite",0.0,0.0,nan,nan,False,nan,nan,2024-09-06 19:30:00
Forge FC vs. Cavalry FC,Sports,2024-09-07,19:00:00,America/Toronto,Tim Hortons Field,Hamilton,Ontario,64 Melrose Ave N,43.2528622,-79.8284359,nan,nan,False,Public parking is available on the surrounding streets and designated gameday parking lots.,"Wheelchair accessible seating is available. Washrooms and facilities are fully accessible. For inquiries for accessible seating for the Hamilton Tiger-Cats, please email events@timhortonsfield.ca or call 905-547-2287. For inquiries for accessible seating for Forge FC, please email info@forgefootball.club or call 905-527-3674.",2024-09-07 20:00:00
Edmonton Elks vs. Calgary Stampeders,Sports,2024-09-07,17:00:00,America/Edmonton,Commonwealth Stadium / Stade du Commonwealth,Edmonton,Alberta,11000 Stadium Rd.,53.5592192,-113.4735695,nan,nan,False,Limited parking. LRT and special event Park and Ride service to Commonwealth Stadium is recommended,"Commonwealth Stadium is fully wheelchair accessible. Wheelchair ramps are located at gates 2, 6 & 9. Gate 13 is NOT wheelchair accessible. Wheelchair seats are located in sections T & K in row 45C. Hearing Devices: None",2024-09-07 19:00:00
Pacific FC vs. HFX Wanderers FC,Sports,2024-09-07,19:00:00,America/Vancouver,Starlight Stadium,Victoria,British Columbia,1089 Langford Parkway,48.442834,-123.520995,nan,nan,False,"Complimentary parking is available in Langford on a first come, first served basis.","ADA seats are available in the following sections: 102, 106, 108, 112. For Pacific FC inquires please call 778-584-6732, and for Rugby Canada inquiries please call 778-379-5770",2024-09-07 20:00:00
Vancouver Whitecaps FC vs. FC Dallas,Sports,2024-09-07,19:30:00,America/Vancouver,BC Place,Vancouver,British Columbia,777 Pacific Blvd.,49.2760688,-123.1127117,"No opposing team apparel or flags are allowed in the designated home supporters sections located in Section 201-207/248-254. Standing, chanting, singing, flag waving and drumming throughout the match is permitted only in designated supporter areas only. Fully detailed guest policies can be found on our Match Day Guide. Bags are not allowed at BC Place as part of an integrated security plan based on industry best practice. For more information, see read Clear Bag Policy. For additional ticket packages or information, Click Here. For questions, please email sales@whitecapsfc.com or call 604.669.9283 Already a Member? Looking to host a Premium Suite or a Group of 10 or more? CONTACT US",There is an overall 8 ticket limit* for this event. *Ticket limits may vary based on a Special Offer and Codes used. For additional ticket packages or information please visit whitecapsfc.com/tickets,False,Pay parking lots are located adjacent to BC Place.,Wheelchair seating is located on Levels 2 & 4 and all entrances are accessible. There are a total of 103 wheelchair and 103 attendant locations. Suites are also wheelchair accessible. Hearing Devices: None.,2024-09-07 21:30:00
Verner RAM Rodeo - Saturday,Sports,2024-09-07,15:00:00,America/Toronto,Northern Range,Verner,Ontario,141 Millrand Road,46.36353,-80.17722,nan,nan,False,nan,nan,2024-09-06 23:55:00
Verner RAM Rodeo - Sunday,Sports,2024-09-08,13:00:00,America/Toronto,Northern Range,Verner,Ontario,141 Millrand Road,46.36353,-80.17722,nan,nan,False,nan,nan,2024-09-07 23:55:00
Valour FC vs. Atlético Ottawa,Sports,2024-09-09,19:00:00,America/Winnipeg,Princess Auto Stadium,Winnipeg,Manitoba,315 Chancellor Matheson Road,49.807748,-97.143098,nan,nan,False,"Parking is available in designated lots surrounding Princess Auto Stadium and can be accessed via the University Crescent or Chancellor Matheson Road entry points. Pre-purchased parking is available for most events by clicking here (https://www.ticketmaster.ca/artist/1863979). Cash parking is available while supplies last. For further information regarding event parking, please call or text 204-784-7448 (Blue Bombers) or 204-784-7660 (Valour FC).","To better accommodate your needs, Princess Auto Stadium has requested that all special seating accommodations be solicited only through their representatives. Please contact a Princess Auto Stadium representative for assistance with your ticket purchase. Please call or text 204-784-7448 (Blue Bombers) or 204-784-7660 (Valour FC)",2024-09-09 20:00:00
Toronto Blue Jays vs. New York Mets,Sports,2024-09-09,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-09 21:07:00
Toronto Blue Jays vs. New York Mets,Sports,2024-09-10,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-10 21:07:00
Toronto Blue Jays vs. New York Mets,Sports,2024-09-11,15:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-11 17:07:00
York United FC vs. Vancouver FC,Sports,2024-09-13,19:00:00,America/Toronto,York Lions Stadium,Toronto,Ontario,Ian MacDonald Boulevard,43.773053,-79.503552,nan,nan,False,"Parking is available in Foundry and Albany lots at York University. $15 for the day. If you have any questions regarding parking, please contact Parking Services at 416-736-5335.","Seating can be located on the 3rd floor, all washrooms are accessible on this level and accessible washroom can be found in the lobby near the box office and on the 4th floor. All tickets are available via ticketmaster.ca or over the phone with the york9 fc ticket sales team at 905-597-8877 ext 1. All areas except for the east stand are accessible with access to the elevator in the lobby near the box office. All tickets are availble via Ticketmaster.ca or over the phone with the York9 FC ticket sales team",2024-09-13 20:00:00
Toronto Blue Jays vs. St. Louis Cardinals,Sports,2024-09-13,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-13 21:07:00
Toronto FC vs Austin FC,Sports,2024-09-14,19:30:00,America/Toronto,BMO Field,Toronto,Ontario,170 Princes' Blvd,43.6326489,-79.4202924,"Please Note: Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Prior to attending please review and ensure compliance with all policies and protocols at BMO Field's Know Before You Go This page is being updated frequently to provide the most up to date information. Capacity: 29,386 Please take note of the venue's Bag Policy",There is an overall 9 ticket limit for this event.,False,"We strongly recommend fans to take advantage of public transit, with both GO Transit and TTC providing convenient options. On-site vehicular parking is available for purchase, but is limited when there are other events on the Exhibition Place grounds. For accessible parking information, please contact Exhibition place parking at 416-263-3646 or online at www.explace.on.ca. For more info on getting to BMO Field by car, bike or public transit, please visit https://www.explace.on.ca/visiting-us/getting-here/","﻿BMO Field is committed to providing an exceptional experience for all fans and is pleased to offer accessible seating from various vantage points. Accessible seating sections are barrier-free and feature removable seating that can accommodate wheelchairs if needed. An accessible section is indicated by an ""A"" following the section number. When available, accessible seats may be purchased through Ticketmaster online. Up to four (4) seats may be purchased at one time in an accessible section. Two weeks prior to each game date, any accessible seats that have not been sold will be released for purchase by the general public. It is recommended that fans that require an accessible seat purchase this type of ticket in advance.",2024-09-14 20:30:00
Pacific FC vs. Vancouver FC,Sports,2024-09-14,14:00:00,America/Vancouver,Starlight Stadium,Victoria,British Columbia,1089 Langford Parkway,48.442834,-123.520995,nan,nan,False,"Complimentary parking is available in Langford on a first come, first served basis.","ADA seats are available in the following sections: 102, 106, 108, 112. For Pacific FC inquires please call 778-584-6732, and for Rugby Canada inquiries please call 778-379-5770",2024-09-14 15:00:00
HFX Wanderers FC vs. Forge FC,Sports,2024-09-14,15:00:00,America/Halifax,The Wanderers Grounds,Halifax,Nova Scotia,5819 Sackville Steet,44.644657,-63.580688,"Additional ticket discounts and packages can be found here: https://hfxwanderersfc.canpl.ca/tickets The Halifax Wanderers promote good sportsmanship by athletes, coaches and spectators. We request your cooperation by supporting the athletes and referees in a positive manner. Profanity, racial, sexist, homophobic, and discriminatory language or other intimidating actions directed at referees, athletes, coaches, fans or club representatives will not be tolerated and are grounds for removal from the site of competition.",nan,False,There are over 800 parking spaces available at a $5 event rate through a partnership with Partners for Care. All proceeds from parking will support patient care at the QEII Health Sciences Centre. Please note that prices are subject to change on an event basis.,Wheelchair-accessible seating is available for all games. Please email Tickets@HFXWanderersFC.ca for more information on Accessible Seating and Companion Tickets,2024-09-14 16:00:00
Vancouver Whitecaps FC vs. San Jose Earthquakes,Sports,2024-09-14,19:30:00,America/Vancouver,BC Place,Vancouver,British Columbia,777 Pacific Blvd.,49.2760688,-123.1127117,"No opposing team apparel or flags are allowed in the designated home supporters sections located in Section 201-207/248-254. Standing, chanting, singing, flag waving and drumming throughout the match is permitted only in designated supporter areas only. Fully detailed guest policies can be found on our Match Day Guide. Bags are not allowed at BC Place as part of an integrated security plan based on industry best practice. For more information, see read Clear Bag Policy. For additional ticket packages or information, Click Here. For questions, please email sales@whitecapsfc.com or call 604.669.9283 Already a Member? Looking to host a Premium Suite or a Group of 10 or more? CONTACT US",There is an overall 8 ticket limit* for this event. *Ticket limits may vary based on a Special Offer and Codes used. For additional ticket packages or information please visit whitecapsfc.com/tickets,False,Pay parking lots are located adjacent to BC Place.,Wheelchair seating is located on Levels 2 & 4 and all entrances are accessible. There are a total of 103 wheelchair and 103 attendant locations. Suites are also wheelchair accessible. Hearing Devices: None.,2024-09-14 21:30:00
Toronto Blue Jays vs. St. Louis Cardinals,Sports,2024-09-14,15:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-14 17:07:00
CF Montreal vs. Charlotte FC,Sports,2024-09-14,18:30:00,America/Toronto,Stade Saputo,Montreal,Quebec,4750 Rue Sherbrooke Est,0.0,0.0,nan,nan,False,nan,nan,2024-09-14 18:30:00
Cavalry FC vs Atletico Ottawa,Sports,2024-09-15,15:00:00,America/Edmonton,Spruce Meadows,Calgary,Alberta,18011 Spruce Meadows Way SW,50.892539,-114.0724225,Children 3 and over require a ticket.,There is a maximum of 9. Groups of 10 or more can contact the Cavalry FC Ticket Office directly.,True,"There is parking available at Spruce Meadows. The parking cost is $10 per car, per game. Parking asses available for purchase at the beginning of the season. Accessible Parking, with a government issued pass, is available in Lots 7 and 8. Bicycle racks are available on the west side close to the main entrance building, Horizons Pavilion.","Accessible seating is available in the East Grandstand, Officers Club, or Battlefield Corner. Accessible patrons and their companions will both require a paid ticket. Please contact Cavalry FC directly for further information. Telephone Number(s): (403) 974 4567 Service Hours: M-F 9:00 am - 5:00 pm",2024-09-15 17:00:00
Toronto Blue Jays vs. St. Louis Cardinals,Sports,2024-09-15,13:37:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-15 15:37:00
Toronto FC vs Columbus Crew,Sports,2024-09-18,19:30:00,America/Toronto,BMO Field,Toronto,Ontario,170 Princes' Blvd,43.6326489,-79.4202924,"Please Note: Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Prior to attending please review and ensure compliance with all policies and protocols at BMO Field's Know Before You Go This page is being updated frequently to provide the most up to date information. Capacity: 29,386 Please take note of the venue's Bag Policy",There is an overall 9 ticket limit for this event.,False,"We strongly recommend fans to take advantage of public transit, with both GO Transit and TTC providing convenient options. On-site vehicular parking is available for purchase, but is limited when there are other events on the Exhibition Place grounds. For accessible parking information, please contact Exhibition place parking at 416-263-3646 or online at www.explace.on.ca. For more info on getting to BMO Field by car, bike or public transit, please visit https://www.explace.on.ca/visiting-us/getting-here/","﻿BMO Field is committed to providing an exceptional experience for all fans and is pleased to offer accessible seating from various vantage points. Accessible seating sections are barrier-free and feature removable seating that can accommodate wheelchairs if needed. An accessible section is indicated by an ""A"" following the section number. When available, accessible seats may be purchased through Ticketmaster online. Up to four (4) seats may be purchased at one time in an accessible section. Two weeks prior to each game date, any accessible seats that have not been sold will be released for purchase by the general public. It is recommended that fans that require an accessible seat purchase this type of ticket in advance.",2024-09-18 20:30:00
York United FC vs. Cavalry FC,Sports,2024-09-20,19:00:00,America/Toronto,York Lions Stadium,Toronto,Ontario,Ian MacDonald Boulevard,43.773053,-79.503552,nan,nan,False,"Parking is available in Foundry and Albany lots at York University. $15 for the day. If you have any questions regarding parking, please contact Parking Services at 416-736-5335.","Seating can be located on the 3rd floor, all washrooms are accessible on this level and accessible washroom can be found in the lobby near the box office and on the 4th floor. All tickets are available via ticketmaster.ca or over the phone with the york9 fc ticket sales team at 905-597-8877 ext 1. All areas except for the east stand are accessible with access to the elevator in the lobby near the box office. All tickets are availble via Ticketmaster.ca or over the phone with the York9 FC ticket sales team",2024-09-20 20:00:00
Toronto Argonauts vs. Hamilton Tiger-Cats,Sports,2024-09-20,19:00:00,America/Toronto,BMO Field,Toronto,Ontario,170 Princes' Blvd,43.6326489,-79.4202924,"Please Note: Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Prior to attending please review and ensure compliance with all policies and protocols at BMO Field's Know Before You Go This page is being updated frequently to provide the most up to date information. Capacity: 19,596 Please take note of the venue's Bag Policy",nan,False,"We strongly recommend fans to take advantage of public transit, with both GO Transit and TTC providing convenient options. On-site vehicular parking is available for purchase, but is limited when there are other events on the Exhibition Place grounds. For accessible parking information, please contact Exhibition place parking at 416-263-3646 or online at www.explace.on.ca. For more info on getting to BMO Field by car, bike or public transit, please visit https://www.explace.on.ca/visiting-us/getting-here/","﻿BMO Field is committed to providing an exceptional experience for all fans and is pleased to offer accessible seating from various vantage points. Accessible seating sections are barrier-free and feature removable seating that can accommodate wheelchairs if needed. An accessible section is indicated by an ""A"" following the section number. When available, accessible seats may be purchased through Ticketmaster online. Up to four (4) seats may be purchased at one time in an accessible section. Two weeks prior to each game date, any accessible seats that have not been sold will be released for purchase by the general public. It is recommended that fans that require an accessible seat purchase this type of ticket in advance.",2024-09-20 20:00:00
Edmonton Elks vs. Winnipeg Blue Bombers,Sports,2024-09-21,17:00:00,America/Edmonton,Commonwealth Stadium / Stade du Commonwealth,Edmonton,Alberta,11000 Stadium Rd.,53.5592192,-113.4735695,nan,nan,False,Limited parking. LRT and special event Park and Ride service to Commonwealth Stadium is recommended,"Commonwealth Stadium is fully wheelchair accessible. Wheelchair ramps are located at gates 2, 6 & 9. Gate 13 is NOT wheelchair accessible. Wheelchair seats are located in sections T & K in row 45C. Hearing Devices: None",2024-09-21 19:00:00
Valour FC vs. HFX Wanderers FC,Sports,2024-09-21,14:00:00,America/Winnipeg,Princess Auto Stadium,Winnipeg,Manitoba,315 Chancellor Matheson Road,49.807748,-97.143098,nan,nan,False,"Parking is available in designated lots surrounding Princess Auto Stadium and can be accessed via the University Crescent or Chancellor Matheson Road entry points. Pre-purchased parking is available for most events by clicking here (https://www.ticketmaster.ca/artist/1863979). Cash parking is available while supplies last. For further information regarding event parking, please call or text 204-784-7448 (Blue Bombers) or 204-784-7660 (Valour FC).","To better accommodate your needs, Princess Auto Stadium has requested that all special seating accommodations be solicited only through their representatives. Please contact a Princess Auto Stadium representative for assistance with your ticket purchase. Please call or text 204-784-7448 (Blue Bombers) or 204-784-7660 (Valour FC)",2024-09-21 15:00:00
CF Montreal vs. Chicago Fire FC,Sports,2024-09-21,18:30:00,America/Toronto,Stade Saputo,Montreal,Quebec,4750 Rue Sherbrooke Est,0.0,0.0,nan,nan,False,nan,nan,2024-09-21 18:30:00
Atlético Ottawa vs. Pacific FC,Sports,2024-09-22,14:00:00,America/Toronto,The Stadium at TD Place,Ottawa,Ontario,1015 Bank Street,45.39911174,-75.68335822,"Net Capacity: 6,419",There is an overall 9 ticket limit for this event.,False,nan,"To better accommodate your needs, TD Place Stadium has requested that all special seating accommodations be solicited only through their representatives. Please contact a TD Place Stadium representative for further help with your ticket purchase.* Advance ticket purchase may be required. * Box office information is subject to change.",2024-09-22 16:00:00
Toronto Blue Jays vs. Boston Red Sox,Sports,2024-09-23,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-23 21:07:00
Presidents Cup - Mardi/Tuesday,Sports,2024-09-24,18:00:00,America/Toronto,The Royal Montreal Golf Club,Ile Bizard,Quebec,25 Chemin South Ridge,45.4933324,-73.901847,nan,Le nombre total de billets pour cet événement est limité à 6. There is an overall (6) Ticket limit for this event,False,nan,nan,2024-09-24 18:00:00
Toronto Blue Jays vs. Boston Red Sox,Sports,2024-09-24,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-09-24 21:07:00
