venue,venue_id,reviews,user_id,user_name,ratings
Masa Japanese Restaurant,pJJaNBn6vTDLhknwUgqLTg,"Out of the MANY McDonald's I've been to, this is my go to. Fast service and food is always decent. Never had any issues with this location.",SfXdLq_h_fsLamfJBu8pWw,Tj R.,4.0
Salisbury House of Canada,M33fpDsObCGn7KAU7Gdb4g,This place has changed ownership so many times over the years. The original Masa owner has now moved onto Yujiro on Grant Avenue. There's nostalgia...,zPNrEv30Piqoig3YG4en2g,DineoutGal A.,3.0
Salisbury House of Canada,M33fpDsObCGn7KAU7Gdb4g,"First off I would like to mentioned that they are not honest.  I order take out and paid in cash, I did not get to see my receipt but was told my owning...",wU0axLN66Qiwpqyv9ErHrg,Truth Be Told B.,2.0
Salisbury House of Canada,M33fpDsObCGn7KAU7Gdb4g,"I don't know what happened to the quality of sushi, this place used to be happening, even if they changed owner, how hard isn't to make good sushi?  Just...",AlEc-7_6KIkvF18Z84v_pw,Kim T.,2.0
Top 10 Desserts and Bistro,X5co0xtUyX-fKQiqAfBeWg,We went for lunch today and it was great. Our waitress Pat was efficient and friendly.  Even though it was very busy the wait for our food was not long....,CGdXdpuLfB6KPnCsVj8XVw,Josie S.,5.0
Top 10 Desserts and Bistro,X5co0xtUyX-fKQiqAfBeWg,This place is running on nostalgia.  The food is priced like a full service restaurant with none of the service.  If you eat here at night you can look...,eA1WGws0WZT-_s_feU_ZPQ,Ivan F.,1.0
Battista's Calzone,gw_tsYeTXIN25DqqKb1uPQ,"Top 10 Desserts and Bistro is located next to Sun Fortune. It's a small shop that offers desserts, bubble tea, Taiwanese meals and snacks, and from looking...",Z5dzu1gBOZ1HT-_fJJwkHQ,Jacqueline T.,3.0
Battista's Calzone,gw_tsYeTXIN25DqqKb1uPQ,"My parents and I went there because the BBQ restaurant beside it was closed and it's the only Asian food in the area. The service was extremely slow,...",ycS1lCGDRXgZ8OmRQckbPw,Frank W.,1.0
Flava Cafe,P2ZNB33FRQBdfKYGeS8irw,This is an interesting little German-ish place with a heavy emphasis on sausages. They're in what was clearly once a residential home that has been...,PwOr3Jnst2noM37Lm22zmQ,Emily T.,5.0
Flava Cafe,P2ZNB33FRQBdfKYGeS8irw,"Otto was always a five star experience for us, but our last few dinners there since the menu changes have not quite met the bar. That said, the food is...",VekhvmASi_lBTrMTdI5gxA,Ashley O.,4.0
Flava Cafe,P2ZNB33FRQBdfKYGeS8irw,Great place for a date or to hang out with friends! They have a selection of Alberta made beer a variety of hand made sausages served to share and amazing...,SlYKHo4jZFCGwYGUhBjjjw,Guy B.,4.0
Pho King,wqj6JquckEOs1h7rs376kQ,"We pre-ordered their Me & You platter for our Friday night take out. When he went to pick up, my husband said that their resto was THE BEST SMELLING BBQ...",G9lPd-n4el3nKeFtRHFsKA,Lianne L.,5.0
Pho King,wqj6JquckEOs1h7rs376kQ,I went to the Jerk festival today which was catered by Flava Cafe and was blown away by the jerk chicken. It was so tasty. I also had the coleslaw and it...,QFY_6n3o5Hy-jsQyCC6uDQ,Laura R.,5.0
Pho King,wqj6JquckEOs1h7rs376kQ,fulll of microwave flavour every time I go there they heat there chicken right front of you in a microwave lol becomes rubber when you take it home and...,CCXFOLiCESl0I55EXtuVQw,Vat T.,1.0
La Bodeguita De Cuba,z1JfKhOkJXtVejXdRyu3Fg,"Apple Maps said ""open"" so I drove there and they are actually closed.  Apparently it's not reopening until end of March.

When that happens, please have...",3w-w38cbycI09ewVVfxy5Q,David L.,1.0
La Bodeguita De Cuba,z1JfKhOkJXtVejXdRyu3Fg,"I always thought it was a clever name, but I finally got to try it! Walking in, definitely gives off ""authentic vibes"". Not much decor or ambiance setting...",i5cpZ8XiFpkiGaGWUQVtBA,Shawn R.,4.0
La Bodeguita De Cuba,z1JfKhOkJXtVejXdRyu3Fg,"The soup was hot, fresh, and exactly what I needed. I had the spicy beef lemon grass and the broth was so tasty. I heard a table nearby order half noodles,...",VekhvmASi_lBTrMTdI5gxA,Ashley O.,4.0
El Fogón Latino,if2ZvtLUOdn6EFeWjZV6tg,"Most people say that Cuban food isn't impressive. However, this place has stolen my place with their cassava menu. Growing up with cassava, I miss the taste...",MKrONhkz9Mf-fHwRU3kTnw,Pepy N.,5.0
El Fogón Latino,if2ZvtLUOdn6EFeWjZV6tg,"My husband and I have been wanting to come here for months, ever since we learned about it. Unfortunately, tonight when we finally made the trip over to the...",PerBm7qnaW6ZOPoIqMxqbQ,Josephine B.,3.0
El Fogón Latino,if2ZvtLUOdn6EFeWjZV6tg,"So, as a disclaimer...I am not a huge fan of Cuban food. We have been there 3 times and there were a lot of things that were fantastic about Cuba - weather,...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,3.0
Jasmine Belle Cafe,jL3ooM74Zs2maDLKSLi5zA,Oh. Em. Gee.  Why on earth did I not find this Papusa palace sooner?  We use to be regulars at Acajutla but between price increases and charging extra for a...,lAW03ccfMEuRZiDqvVgc0w,Kristin K.,5.0
Jasmine Belle Cafe,jL3ooM74Zs2maDLKSLi5zA,"This place kinda caught me off guard- just looked like another wanna be Latino joint. Boy was I wrong. I've had authentic El Salvadoran food, Honduran,...",8pYF49qEcZI-28prB3JDsw,Charlie S.,5.0
Jasmine Belle Cafe,jL3ooM74Zs2maDLKSLi5zA,"This is a very small restaurant in the 118th Avenue area that a friend loves because of its selection of gluten-free selections, since a lot of the food...",r3QexFIhBXBT99canAgVEg,Paula K.,4.0
Coliseum Pizza & Steak,Aa0lDzrdkiiYGJfKjJxcww,"So, the owners switched hands (again) and it is under new management. My husband and I went there because now they are advertising Latino/Columbian food and...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,4.0
Coliseum Pizza & Steak,Aa0lDzrdkiiYGJfKjJxcww,"Food is really good, fair prices also. Breakfast all day was a bonus, also the staff is super friendly. 


Food 5/5 
Coffee 5/5
Atmosphere 5/5",VlR7oT_rIQYDP8SznjbFHw,Peter W.,5.0
Coliseum Pizza & Steak,Aa0lDzrdkiiYGJfKjJxcww,My friend and I stumbled upon this new business yesterday on our walk. 'New' as in 2 days old!  We were glad that we stopped in. The owner was very friendly...,AvXs8_0tuoKbuB4_9ePIZg,Bernice G.,3.0
Wings Sports Bar & Grill,_QCfBiJIv1iGHgthFr_CJA,"Gluten Free Option available

I'm pretty sure my family visited this restaurant when I was a kid, but I had never visited as an adult, but that changed...",vU-gy6iAybFGseHpU6_jmw,Linda J.,5.0
Wings Sports Bar & Grill,_QCfBiJIv1iGHgthFr_CJA,"I honestly wish I could give more than 5 stars.. this is one of the most underestimated restaurants in the city in my opinion.  

We were looking for...",GL9vbvSBR_CymWZ9EvY3Lg,Dana C.,5.0
Wings Sports Bar & Grill,_QCfBiJIv1iGHgthFr_CJA,"This is an Edmonton Icon. Okay the interior hasn't been changed from the 80s I am sure, but the service and food make up for it. 

It was busy the night...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,5.0
Green Onion Cake Man,TjkZr6j8NiaDHEYk5-NL_w,I started going there about 6 or 7 years ago.....I was looking for a good karaoke place...  Right away I was blown away by the sound....Then after about 2...,Y9Jedf8G29VIBCqDuYEAYw,Ken S.,4.0
Green Onion Cake Man,TjkZr6j8NiaDHEYk5-NL_w,"It's a neighbourhood sports bar. Older blue  collar clientele mostly.  They renovated it so it is nice inside for a small bar.  They have tv screens, VLTs,...",Gv2wHeY8sQuyEUS8yX56HA,Paul G.,3.0
Green Onion Cake Man,TjkZr6j8NiaDHEYk5-NL_w,"This bar is in a (formerly) shady part of town, but good lord can they cook a steak.  Bob is the chef, and he makes the best burgers and steaks in the city....",aTbqzKZTIV36A4PceHF5BA,Ian R.,4.0
Chico's Tavern,PIUA7JHOb3LCGV7Lh9NCRQ,"I love these green onion cakes. But I ordered them from when they were doing a farmers marker on st albert.

I was overcharged significantly for 2 cooked...",Rxmww5nPfQSADXK8B2B7qg,Michelle F.,1.0
Chico's Tavern,PIUA7JHOb3LCGV7Lh9NCRQ,"If Edmonton ever had a food named as the city's signature dish it would be the green onion cake. No question. The GOC originates from Northern China,...",CZL4uF5XQqHmWAkC4wZFUA,Erika G.,4.0
Chico's Tavern,PIUA7JHOb3LCGV7Lh9NCRQ,The owners are just the best. The green onions cakes are the best in Edmonton hands down!,oQ4nUCx733MLVUpSjNk6Og,Geneva M.,5.0
Koultures,Hjm3aL72Y_8JRoV0hrMR1Q,"Again another great meal. 
We tried the prawns, and I went with the sardines while my husband went with the pork sandwich.

Not everything is available on...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,5.0
The Carrot,Idfc5jjr9hGTtGts1KYIYQ,Comfortable atmosphere. Very pleasant service. Excellent food. Also reasonably priced. I will definitely support this business in the future.,tAsMjNNw7SJYlyJlTW4SXQ,Tekla L.,5.0
The Carrot,Idfc5jjr9hGTtGts1KYIYQ,"DO NOT be put off by it's quite atmosphere and little business, this was some of the best food I've had. The jerk chicken was tender and moist and did not...",OqFDeo3o-Q7aahwV_7ajNA,Nathan J.,5.0
The Carrot,Idfc5jjr9hGTtGts1KYIYQ,Nigerian food was pretty good in flavours but very small portions for the price. Ethiopian food was large in portion but the flavours were not as present.,HpDFWnX-56Dpgmsw4ddohA,Janna D.,3.0
Tasty Sabaya & Pizza,qU4Y9Rbe93pE_eH5jELF-A,I was very excited to bring a group to this community space. I called two weeks in advance to book for ten people but was a bit disappointed. I took an art...,9QVqVaZYvojRQA_JwMoz7A,Yazmin J.,2.0
Tasty Sabaya & Pizza,qU4Y9Rbe93pE_eH5jELF-A,"A group of us stopped in for coffee today. The staff/volunteers at so friendly.  

The place is super clean and very cozy and artsy.  There's lots to look...",A9EjVIvDRg3YsLndnhu7rw,Michelle M.,5.0
Tasty Sabaya & Pizza,qU4Y9Rbe93pE_eH5jELF-A,"Volunteers are really trying their best here. So I give them the 3 stars for friendliness, atmosphere and clean, no gender specific bathrooms (look for the...",VHvmnMAnKvqZIxH63BaF5w,Laura T.,3.0
Caribbean Latino Finger Licking,thuFdsVmYUEe3R8ObeaE1A,"Just tried Tasty Sabaya & Pizza tonight, and loved it. We ordered the Chicken Feast and the Beef Kebab Pizza, and they were ready right away. The staff were...",IO42yYs7KBqehox7JI86Xg,Hilary M.,5.0
Maria's Place,Dd_FDQPmNYWjj2NweX-3jA,Brand new place that just opened up serving Haitian food. The selection isn't huge and unfortunately because we were there at noon on Sunday they just had...,cCpracQ8PkoW2v92x_aVIA,Jennie L.,5.0
Creative Quality Catering  & Bistro,-Qstp7zwMklNTz0cVuaIzg,"I stopped in to Maria's for a quick lunch while running errands. The service was fantastic! So friendly and attentive, food was amazing. It's hard to find a...",wKnj3b0wi5RasjedL8bdzg,Tammy V.,5.0
Creative Quality Catering  & Bistro,-Qstp7zwMklNTz0cVuaIzg,"This is a great place for cheap eats. Think diner food. We went there for breakfast. Place is pretty basic looking. Menu has things like perogie plates,...",cCpracQ8PkoW2v92x_aVIA,Jennie L.,4.0
Creative Quality Catering  & Bistro,-Qstp7zwMklNTz0cVuaIzg,We went there for breakfast scrambled eggs bacon and whatever and sausages asked for cheddar cheese on the eggs the person Cooking the food had added cheese...,ED8kz93EnI_Bt9N8c39c6g,Derrick M.,1.0
Burger Baron,WqxxEbwfz1xXn89jYBuQUQ,Amazing place for exceptional catering! Bryan and Merrick are so down to earth and know what quality food really is. Their work is sought out across the...,cXygp0ImOmk69aazAm9V0A,Rocky P.,5.0
Burger Baron,WqxxEbwfz1xXn89jYBuQUQ,"CAN NOT RECOMMEND THEM STRONGLY ENOUGH! Merrick and Chef Goulet worked miracles on our budget, provided delicious and totally inspired food for our film...",G-IR55Zivi8IlVqJhrPsLQ,Michael L.,5.0
Burger Baron,WqxxEbwfz1xXn89jYBuQUQ,I've been here dozens if times and I don't know if there is better value for your money anywhere in the city.  I haven't been disappointed by a meal yet!...,ISogr57ZM47HnxcjI3mUtA,Trevor J.,5.0
Gebeta Ethiopian Cuisine,x18BjWvxOY1nP7U3zKjF8A,"Ordered today from this restaurant through Uber. It took about an HOUR from pick up to drop off. The restaurant is 8 minute drive. !!

As such for arrived...",Ric88OF-feZ3D8kEH9PhRQ,Craig I.,1.0
Gebeta Ethiopian Cuisine,x18BjWvxOY1nP7U3zKjF8A,"Extremely disappointed in my recent experience at this restaurant. Last week I ordered a pick up order on Skip. I was leaving work (I work in the area), so...",TjBJJ4LubK77WyZAMNn0Ew,Isabella F.,1.0
Gebeta Ethiopian Cuisine,x18BjWvxOY1nP7U3zKjF8A,"Anyone who has lived any amount of time in Alberta is aware of Burger Baron, which has operated in this province for 65 years.
Though they are all now...",onlB4GTIXOtdRLFQ1JOKCQ,Bradford P.,4.0
Jimmy's Place Pizza & Donair,x3VNsRrcwsJOPJUvzax8NA,"Gebeta is a true hidden gem. I had dinner there the other night with a group of 4, 2 of us who were familiar with Ethiopian food and 2 who were not....",Vc4QSYKAOf8NXriGXo919Q,Laurel B.,4.0
Jimmy's Place Pizza & Donair,x3VNsRrcwsJOPJUvzax8NA,"It doesn't get much better than fresh injera (literally straight from the kitchen), savoury food and wonderful customer service from the cook (who served to...",VHvmnMAnKvqZIxH63BaF5w,Laura T.,5.0
Jimmy's Place Pizza & Donair,x3VNsRrcwsJOPJUvzax8NA,Went here with my hubby because I had a hankering for Ethiopian food. Really nice interior and very different from the other Ethiopian restaurants I have...,cCpracQ8PkoW2v92x_aVIA,Jennie L.,4.0
Bluebird Cafe & Grill,VwDADWNr94KNEl_AtH_Hmg,First time at this restaurant for my friend's brithday and we had such a great time. It's a very casual spot and it can get really packed. Within an hour of...,BAR2kT1V_YL012jwvHSM_w,Fatima C.,4.0
Bluebird Cafe & Grill,VwDADWNr94KNEl_AtH_Hmg,"They have a crazy all you can drink deal $10 for 90 mins and for ordering $15 worth of food. 

Nothing particularly special about the food, sushi is all...",c1O49dEECTm-_SLBeyXU1g,Helena G.,3.0
Bluebird Cafe & Grill,VwDADWNr94KNEl_AtH_Hmg,Wasabi Bistro on Castro is a fun spot. The main attraction here is the $10 all you can drink - for 90 minutes you can get unlimited refills on your drinks!...,ey7MJrfwxUMTgVwDRuRzFQ,Aditya C.,4.0
Rustik,7FRL8YK89A7JjjdWaP2tuQ,We had a great experience we went to dinner with some friends the food and the service were both great. They found out that our friends had just lost their...,pAXr06uXEOnMY0J2FrR6qw,Richard D.,5.0
Rustik,7FRL8YK89A7JjjdWaP2tuQ,"Great good! Been going here for 35yrs or so! The stone oven pizza is a favorite in town! The baked French onion soup is soo good!
Great job!",ft5bY38najPzwuLygH-Y0A,Tammie B.,4.0
Rustik,7FRL8YK89A7JjjdWaP2tuQ,"Great food, great service! Very cool
Place to chill and enjoy fabulous company! Love the outdoor patio in the summer!",BZZDgOiNmeJC8IqPUTUbog,Jolene L.,5.0
Mill Creek Pub,ZTl0P_TDBhGQa1J4GWlaaA,"Amazing food, unique and delicious. Love this place.  Quinn is super friendly and experienced server.",HmRJVpaXPQArrELdxBCTQA,Vangie G.,5.0
Mill Creek Pub,ZTl0P_TDBhGQa1J4GWlaaA,"Found this place randomly. Was in the area picking something up. Needed a quick in-between lunch and dinner meal. For what it is, prices are good.  Food is...",E8OePk1xwajGXLjFtzsucA,Philp D.,5.0
Mill Creek Pub,ZTl0P_TDBhGQa1J4GWlaaA,"So here we were driving back from Collingwood on Monday evening and decided to find a place to stop for dinner before we got home 

And just how lucky did...",ZbRDczDc7ZZFUJJaGKlWgg,Vikram V.,5.0
Barley Vine Rail,n6vxV1FtijopmqMHED2ykQ,"December 12/2022: Lunch with our god daughter. 

This is a nice little pub-style restaurant in the heart of downtown Orangeville. Lots of free parking...",BFcBwoxpkKGUIeUzOU0rRA,Gary M.,3.0
Barley Vine Rail,n6vxV1FtijopmqMHED2ykQ,I just left this pub and enjoyed myself so much I wanted to review it right away while still fresh. Upon entering we received a very warm welcome and was...,YKAWLQBM5FG0apsEoFxKNQ,Wendy L.,5.0
Barley Vine Rail,n6vxV1FtijopmqMHED2ykQ,This is a great Pub! The food is great! Amazing wings! The staff are all so friendly! It's my favourite place in Orangeville!,lj-gEmSZcAImQFLphEae_g,Jeremiah S.,5.0
Pia's on Broadway,wQb12o_cjc4dEfrastNKrw,Made a reservation for 7 ppl on a Saturday night. We had to ask to move to a different table as they had us so crowded into a table we wouldn't have been...,J8aBfHhmSpB_fweQ5-Ei-A,Shirley Anne L.,4.0
Pia's on Broadway,wQb12o_cjc4dEfrastNKrw,"Four hour drive to Tobermory, only made it an hour before kids wanted lunch, so here we are in Orangeville.

This is as Canadian as it gets, from the decor...",SJJWIZLPGXtGTy9UECbVjA,Spence W.,4.0
Pia's on Broadway,wQb12o_cjc4dEfrastNKrw,"Great atmosphere and food.
Come to downtown Orangeville and visit our quaint little shops and have a meal at the Barley Rail and Vine",oyNFdxgLfSyDKGiIFr5Www,Lynn B.,5.0
Mochaberry Coffee & Company,40ElrTEtGU6G4a47caePrw,"Lunch with my bro... excellent table in the window, fabulous home-made soup and quiche. Was only disappointed that I couldn't get a sour dough loaf to take...",pZE5p_OGeu3umi4D3jKL9g,Jay R.,4.0
Mochaberry Coffee & Company,40ElrTEtGU6G4a47caePrw,"Food and service was on point. 
We will visit again. 
This is orangevilles hidden gem.",h0cP4oFnH9RyEigzJ1tXjQ,Lynn F.,5.0
Mochaberry Coffee & Company,40ElrTEtGU6G4a47caePrw,"This place is pretty good. I looked up a nice place to eat some local food. This place received some awesome reviews. So thought we'd check it out. 

Short...",gx9FnHE39rXTEeRx5Fb8wg,Natasza O.,4.0
RJ Taste Of Asia,7YTU2j_VXkf26WylzNRmhg,Great place for a meeting and work and just hanging out with friends  Loved being here and visiting,IZNlQ81fmusUgPqKTwyXkg,Ewa R.,5.0
RJ Taste Of Asia,7YTU2j_VXkf26WylzNRmhg,Adorable little coffee shop. Stopped by to do some work  and have a cup of jo. Friendly staff and relaxing atmosphere.,ckLCuABx8QSWcqcJr9FrNA,Greg R.,5.0
RJ Taste Of Asia,7YTU2j_VXkf26WylzNRmhg,"These guys have been open throughout COVID and the quality of the sandwiches is top notch.

Highly recommended are their turkey cranberry sandwiches and of...",Uu6M0vY9ZI4RnQss3viDgg,Glenn Y.,5.0
Coriander Kitchen,gcihmIC9Ulypz_9GN7Fpdg,"What a lovely, casual, perfect for rapid takeout or dine in Asian restaurant.  Family owned and operated where Thai, Vietnamese and philipino flavors come...",0lTsmEOPH7kpwjfY-ruZUA,Genevieve G.,4.0
Coriander Kitchen,gcihmIC9Ulypz_9GN7Fpdg,Food is on point. Service is great. We usually take out but the ambience inside is also very cozy and clean. This is the best Thai place within an hour of...,gQvq2g_2LBketicfCfbC-Q,C A.,5.0
Coriander Kitchen,gcihmIC9Ulypz_9GN7Fpdg,"The food is very good, no problem to substitute.
It's a quaint rustic place in Orangeville. And the lady is super friendly authentic. We had the Pho soup...",yKsqpGWOYRzJM8vWPew_0Q,Jana D.,5.0
The Craft Pizza Bar & Italian Kitchen,_3sWAHRgXykTCZw4T3zHfQ,"A hidden gem in Orangeville. This place serves the best Indian food. I really didn't believe how good it tastes until i tried it. Great quality, great...",pNNsbNXKfXi9LANOhO4N4w,Almira Alice L.,5.0
The Craft Pizza Bar & Italian Kitchen,_3sWAHRgXykTCZw4T3zHfQ,"It's definitely good value for money. Loved the lamb biryani. Ordered bharta, it was different from the traditional recipe but tasty. Garlic naans were also...",ioDx1-geMIvlTWO2HFCPHA,Karina B.,5.0
The Craft Pizza Bar & Italian Kitchen,_3sWAHRgXykTCZw4T3zHfQ,"We ended up here in October after a visit to Mono Cliffs. I meant to go to a cafe down the street, but they were fully booked so we ended up here. It was a...",-2kCxY7_aw5hOz7fJnGMbQ,Nicole L.,5.0
Auntie Joy's Springrolls and Catering Services,8vITHbh1fnvR8TaSOAZ0Sw,Happened to be in Orangeville on this day. While taking a stroll through the small downtown area noticed this place. Being a pizza lover just had to try...,0AnezUtzwmaeAYSMvDdLmg,Steven K.,4.0
Auntie Joy's Springrolls and Catering Services,8vITHbh1fnvR8TaSOAZ0Sw,"Was in the Orangeville area, and had read the wonderful reviews about this place. Decided to give it a try, and was definitely glad that we did. We arrived...",IsSw4ljEywRUBXvnTRxFFw,Maria D.,5.0
Auntie Joy's Springrolls and Catering Services,8vITHbh1fnvR8TaSOAZ0Sw,"The Craft means as the name of the restaurant implies....it's after all ""a craft"" to produce a really great pizza not just a good pizza.

This establishment...",ztF-m88CXurUB84J3VbDPw,Gregory W.,5.0
Greystones Restaurant & Lounge,m1pzMnmIkPwYqizcjHGuGQ,"Visited this place (takeout) a few months ago as I was on a road trip.  It's located in a small strip plaza by Walmart.  Called in my order, waited about 10...",Kj9cFO70zZOQorN0mgeLWA,Faiza K.,3.0
Greystones Restaurant & Lounge,m1pzMnmIkPwYqizcjHGuGQ,"Bought Filipino spring rolls and palabok for $24.  The palabok tasted good, garlicky and the noodles used were quite different. Not the typical fatter...",U1ullOtWp32_okq2JILL7g,Rachel T.,4.0
Greystones Restaurant & Lounge,m1pzMnmIkPwYqizcjHGuGQ,"On June 26, 2019. Me & my good friend came to this restaurant for dinner after a day at the Millcroft Inn.

Your restaurant had a nice home vibe and the pad...",nZ5byy2XWixyH2IYcfObBg,Eddy K.,5.0
Philadelphia Kitchen,js-J_PS5UsDWRpCfnzy8Tg,"Greystones Cafe is a lovely cafe located in Orangeville, adjacent to sister restaurant Greystones Restaurant. 

The space has clean, modern rustic vibes....",EyYVD9n7PlYYLTSEQ5t14w,Arlene B.,5.0
Philadelphia Kitchen,js-J_PS5UsDWRpCfnzy8Tg,I have eaten at Greystones on approx 10 different occasions but this time warranted a review as the meal was varied in a way that was disconnected from what...,SoHnbbTKn0R3l4ibYwfNXw,Alexander B.,3.0
Philadelphia Kitchen,js-J_PS5UsDWRpCfnzy8Tg,"As always our experience at Greystones was fantastic.  
We went up for a Tuesday evening date night and enjoyed the amazing food, wine and atmosphere....",lByxY2IQffwNpkXWOjKf7w,Stuart S.,5.0
Wicked Shortbread,3XEXgJ7JS8nKhWzRNLWVvQ,"Hands down, best cheese steak...my fav is the mushroom with onions.

Service is wonderful, these people care about quality food and customers.",H4T4TNhW1b2r977XG4-0qQ,Paul A.,5.0
Wicked Shortbread,3XEXgJ7JS8nKhWzRNLWVvQ,"You call yourself  Philadelphia Kitchen but call that a Cheese Steak?! 

Good start the bread was Crisp and fresh. BUT the filling left a lot to be desired....",acGmw4sIh8d2z7UHmGV-gQ,Ian M.,2.0
Wicked Shortbread,3XEXgJ7JS8nKhWzRNLWVvQ,"Got the unnamed special (on a small chalkboard with various menu items):  a bun with onion, BBQ sauce, cheddar cheese, bacon, jalapeño &  steak. The bread...",fBL9s_Cym7VJ3AY7Ioeaqw,Gabriel S.,4.0
Mill Creek Gardens,bw5c4pVopjffQGqPyVZbCQ,"Wicked Shortbread is located in the heart of Orangeville.

In the time of coronavirus Stage 3, the small establishment is open for take out. They offer a...",lWHymPiq2sI0WMrh4CV_mg,Tom S.,4.0
Mill Creek Gardens,bw5c4pVopjffQGqPyVZbCQ,"Tucked away in the main street of organgeville. they are take out only , they have blocked the entrance and you order at the door. There are over a dozen...",pNNsbNXKfXi9LANOhO4N4w,Almira Alice L.,5.0
Mill Creek Gardens,bw5c4pVopjffQGqPyVZbCQ,"Cute lil' place around the corner from Soulyve!  (So if you're headin' there, check it out.)  I stumbled upon it quite accidentally when I went down Mill...",U5YQX_vMl_xQy8EQDqlNQQ,Stephanie S.,4.0
East Coast Fish & Chips,j-2tmZ9zyiBF2xBngpgZRA,Great little place to stop for Kawartha icecream. They have a ton of flavours and are very friendly. Just make sure you have cash as it is cash only. Highly...,hRR5i1wReSE26iNKXvtiZw,Arlan B.,4.0
East Coast Fish & Chips,j-2tmZ9zyiBF2xBngpgZRA,"The ice cream is nothing special, the location passable. But it was the customer service that tipped the scales for us. My husband asked how much a cone was...",euVFF43eh0_2zlk4L4pcBQ,Ann B.,1.0
East Coast Fish & Chips,j-2tmZ9zyiBF2xBngpgZRA,Nothing special. Rude customer service. Very unpleasant. The cookies and cream ice cream tasted ok . The tiramisu had no flavour.,ndQnATo5vJ-x4YCIVOUAFQ,Sylvia B.,2.0
Guest Wok,A99Sqvvcu7b_35YrbS-Rpw,"Great fish and chips spot with friendly and attentive staff. This diner is a small 30 ish person cute little restaurant. The fish and chips are both, as...",qTqtyUbfaL2uZYrk2L0_gw,Charles Y.,4.0
Guest Wok,A99Sqvvcu7b_35YrbS-Rpw,"Quaint little restaurant. Lots of parking. Prompt friendly service. The Haddock was good, scallops were not bad. Not too greasy.
All in all a nice place for...",OS52bxi_Itj9uY4AN0LgGQ,Jason P.,4.0
Guest Wok,A99Sqvvcu7b_35YrbS-Rpw,"On our road trip to Red Bay Bruce Peninsula, we decided to venture off the road to find some hole in the wall joints. We discovered this little quaint...",IhjiCSCiaefHE-4FAvSOkA,Janice Y.,3.0
Sweet Chili,SOvLfV2Fi9Xthq9IDaYHHw,"We have ordered form Guest Wok probably 30 times and will keep ordering. 

If you want Chinese (Canadian) food you will like this place. 

I have been to...",New-yv7k9vZJw9iLTm0cEw,Neo V.,4.0
Sweet Chili,SOvLfV2Fi9Xthq9IDaYHHw,Just all over amazing food and great portion sizes for the price and makes for great leftovers,dRKtUu7_5YyO6feSLqPtFA,Christa M.,4.0
Sweet Chili,SOvLfV2Fi9Xthq9IDaYHHw,I am absolutely appalled at the way we were treated at this place of business this evening. We ordered food for a family of five - 7 dishes total. When the...,mE8PVzQGczGcpOvXqWSkYQ,Kate B.,1.0
Thistle and Rose,xx59DvfdYLKXoIV3CrmWqw,This was my first time visiting this food spot and it was GREAT. The best service I have experienced in Orangeville living here for 22 years. The employee...,8vL_DRGZXiQmeTnpAGPVLA,Miranda W.,5.0
Thistle and Rose,xx59DvfdYLKXoIV3CrmWqw,"Really good Vegetarian Pad Thai!

The people are friendly and the food tastes fresh and really good. 

Came here on the civic holiday and my son had the...",New-yv7k9vZJw9iLTm0cEw,Neo V.,4.0
Thistle and Rose,xx59DvfdYLKXoIV3CrmWqw,"The service was great. The place was clean. Ordered their house special pho. The broth was light, with some MSG. The dry rice noodles were cooked without...",42sukSzOA2c2F0T43k2c4A,Patrick X.,3.0
Son of A Chef Bakery,MH9eog2-WjM70elgdcCZtA,"Walked in and ordered right away, waited 14 mins, pizza
was fresh with lots of toppings!! Best pizza from a pizza
pizza location in a while!! Very pleased...",axJ7AJzfh8nZQRgazZzkjg,Chelsea T.,5.0
Son of A Chef Bakery,MH9eog2-WjM70elgdcCZtA,"Thankfully we ordered our pizza for pickup, otherwise we never would have seen this. The cook was making all the pizzas without a mask. All other staff had...",9nQ22yWgsj38lYb3Kwl-Ng,Daniel M.,1.0
Son of A Chef Bakery,MH9eog2-WjM70elgdcCZtA,"Last time experience horrible.
To my surprise my mother n law who's visiting ordered pizza pizza
Whatever
Pizza came 2 years later same bs dry and crust...",cuneg575IbV9SVOE8jnDDg,Mike C.,1.0
Governor's Pub & Eatery,1C3nW1dlUg4uD13aoqP6Mg,"Great feel and look to the place and the Bartender/server was very nice. 

Everything we had was good to very good. 

The Guinness Burger was gigantic but...",nVSWhxT4FKDV4krM6i3sNw,Jim R.,4.0
Governor's Pub & Eatery,1C3nW1dlUg4uD13aoqP6Mg,"We ate here on a random weekday after stepping off our cruise. The beer and food were quite tasty. The poutine seemed traditional and was delicious,...",QMg-26KtQQgUR5DXe1AH-Q,Hana W.,5.0
Governor's Pub & Eatery,1C3nW1dlUg4uD13aoqP6Mg,Kilkenny Cream Ale on tap! Add on the delicious fish n chips with house made tarter and it's a win! We sat outside on the rooftop patio on a beautiful sunny...,YV8p9CiZbCJFQdEztEaS7A,Rebecca F.,4.0
